id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
23999379,Bungalow in Winnipeg · ★4.95 · 1 bedroom · 2 beds · 1 shared bath,175128084,Mary Grace,,Waverley West,49.77418,-97.18286,Private room,120,30,21,2020-08-02,0.30,3,358,0,
26668708,Rental unit in Winnipeg · ★4.89 · Studio · 1 bed · 1 bath,184170702,Janice,,Fort Rouge - East Fort Garry,49.8888,-97.13989,Entire home/apt,,5,173,2023-08-14,2.63,16,0,8,
30442896,Tent in Winnipeg · ★5.0 · 1 bedroom · 5 beds · 1 bath,110192366,Stay549,,Charleswood - Tuxedo - Westwood,49.85584,-97.27812,Entire home/apt,225,1,46,2023-08-23,0.83,7,0,6,
30443324,Bungalow in Winnipeg · ★4.89 · 1 bedroom · 1 bed · 1.5 shared baths,110192366,Stay549,,Charleswood - Tuxedo - Westwood,49.857,-97.27783,Private room,129,1,53,2023-10-22,0.89,7,256,8,
31885722,Townhouse in Winnipeg · ★4.54 · 2 bedrooms · 2 beds · 1 shared bath,238999894,Mat,,Elmwood - East Kildonan,49.90775,-97.07098,Private room,68,3,13,2023-10-30,0.24,3,179,2,
37213631,Condo in Winnipeg · ★4.80 · 1 bedroom · 1 bed · 1 bath,11135988,Mary,,St. Norbert - Seine River,49.79219,-97.15412,Entire home/apt,82,3,94,2023-10-27,1.79,3,89,18,
38984143,Home in Winnipeg · ★4.94 · 3 bedrooms · 4 beds · 1.5 baths,298663106,Tony And Karen,,Elmwood - East Kildonan,49.91081,-97.11177,Entire home/apt,120,1,353,2023-12-13,6.99,3,0,77,
40405521,Guest suite in Winnipeg · ★4.79 · 1 bedroom · 1 bed · 1 bath,309608502,David,,St. James,49.88925,-97.21461,Entire home/apt,65,14,106,2023-10-05,2.20,7,0,52,
42199225,Serviced apartment in Winnipeg · 1 bedroom · 1 bed · 1 bath,38459934,Corporate Stays,,Charleswood - Tuxedo - Westwood,49.84403,-97.22537,Entire home/apt,120,31,1,2021-05-16,0.03,19,73,0,
43059995,Townhouse in Winnipeg · ★New · 2 bedrooms · 3 beds · 1 bath,95312694,Azeez,,River Heights - Fort Garry,49.840034917089724,-97.15667654831311,Entire home/apt,75,2,0,,,2,167,0,
45959808,Rental unit in Winnipeg · ★4.82 · Studio · 1 bed · 1 bath,184170702,Janice,,Fort Rouge - East Fort Garry,49.88788,-97.141,Entire home/apt,67,4,51,2023-11-08,1.42,16,10,20,
