id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
138381,Bed and breakfast in Quebec · ★4.91 · 1 bedroom · 2 beds · 1 private bath,675584,Mary,,Sillery,46.76851,-71.26804,Private room,185,31,176,2023-08-21,1.16,3,222,3,
198548,Rental unit in Quebec · ★4.76 · 1 bedroom · 2 beds · 1 bath,960772,Marianne,,Saint-Roch,46.81169,-71.22522,Entire home/apt,164,31,58,2023-11-27,0.39,1,170,5,
214967,Townhouse in Quebec · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,1110010,Julie,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80233,-71.21214,Private room,61,32,198,2023-09-30,1.44,1,223,7,
517628,Townhouse in Quebec · ★4.89 · 5 bedrooms · 5 beds · 2.5 baths,2216595,Jennifer,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80432,-71.20559,Entire home/apt,504,3,35,2023-08-19,0.66,1,37,7,"312758, expires: 2024-04-14T00:00:00Z"
588889,Home in Ville de Québec · ★4.75 · 4 bedrooms · 5 beds · 1.5 baths,2904660,Mariane,,Lac-Saint-Charles,46.93362,-71.3785,Entire home/apt,350,7,8,2023-08-12,0.09,2,0,1,"312924, expires: 2024-04-27"
661569,Bed and breakfast in Quebec · ★4.98 · 1 bedroom · 1 bed · 1 bath,675584,Mary,,Sillery,46.76839,-71.26665,Hotel room,185,31,94,2023-08-13,0.74,3,212,4,"181101, expires: 2023-11-30"
878309,Rental unit in Quebec · ★4.60 · 2 bedrooms · 2 beds · 1 bath,4598359,Agnes,,Sillery,46.78416442871094,-71.25181579589844,Entire home/apt,75,32,30,2022-01-06,0.24,2,351,0,
878904,Rental unit in Quebec · ★4.78 · 1 bedroom · 2 beds · 1 bath,4598359,Agnes,,Sillery,46.78232955932617,-71.24954223632812,Entire home/apt,45,32,19,2022-08-31,0.15,2,171,0,
997400,Guest suite in Quebec · ★4.55 · 2 bedrooms · 2 beds · 1 bath,5480680,Adriana,,Chutes-Montmorency,46.88443,-71.17122,Entire home/apt,104,1,609,2023-11-24,4.72,1,77,59,"360108, expires: 2023-12-31"
1001559,Serviced apartment in Québec · ★4.94 · 2 bedrooms · 2 beds · 1 bath,5508181,Simon,,Montcalm,46.8045,-71.22713,Entire home/apt,277,31,35,2023-09-10,0.53,1,12,7,"302754, expires: 2024-10-31T23:00:00Z"
1014369,Rental unit in Quebec · ★4.46 · 2 bedrooms · 3 beds · 1 bath,5580354,Jennifer,,Saint-Sauveur,46.81369,-71.23596,Entire home/apt,850,31,257,2023-11-01,1.97,1,0,3,
1094871,Rental unit in Ville de Québec · ★4.86 · 1 bedroom · 1 bed · 1 bath,6015223,Dominique,,Saint-Jean-Baptiste,46.80609,-71.22402,Entire home/apt,95,31,140,2019-09-02,1.12,1,0,0,
1103650,Home in Quebec · ★4.74 · 3 bedrooms · 3 beds · 1.5 baths,6060744,Sophie,,Saint-Jean-Baptiste,46.80844,-71.22057,Entire home/apt,299,31,50,2023-11-30,0.40,1,325,13,"307933, expires: 2024-11-30"
1240632,Home in Quebec · ★4.09 · 1 bedroom · 1 bed · 1 shared bath,6212858,Katia,,Duberger-Les Saules,46.80681,-71.33501,Private room,22,31,11,2023-01-11,0.11,5,260,1,
1382367,Loft in Quebec · ★4.87 · 1 bedroom · 1 bed · 1 bath,7485023,Stephane,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81688,-71.2077,Entire home/apt,80,31,55,2023-09-19,0.44,2,137,2,
1406193,Home in Quebec · ★4.71 · 2 bedrooms · 2 beds · 1 bath,7586751,Mylène,,Saint-Sauveur,46.81494,-71.237,Entire home/apt,43,31,73,2017-08-05,0.58,1,167,0,
1516068,Rental unit in Sillery · ★4.96 · 1 bedroom · 1 bed · 1 private bath,6137330,André,,Sillery,46.7835,-71.25891,Private room,21,32,24,2023-04-07,0.21,4,228,3,
1645445,Rental unit in Quebec · ★4.75 · 2 bedrooms · 3 beds · 1 bath,8732163,Joe,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81373,-71.20601,Entire home/apt,196,32,115,2023-08-26,1.04,2,365,1,
1683632,Rental unit in Quebec · ★4.85 · 1 bedroom · 1 bed · 1 bath,8895388,Richard,,Saint-Roch,46.80874,-71.22899,Entire home/apt,150,31,113,2023-09-09,0.94,1,346,10,
1851589,Home in Quebec · ★4.65 · 1 bedroom · 1 bed · 1 private bath,8687028,Nicola,,Maizerets,46.83839,-71.22235,Private room,75,1,149,2023-12-03,1.27,5,323,60,"130174, expires: 2024-05-02"
1979239,Rental unit in Quebec · ★4.57 · 1 bedroom · 1 bed · 1 shared bath,10214782,Véronika,,Saint-Sauveur,46.81256,-71.23387,Private room,72,1,422,2023-12-01,3.48,2,0,32,"314655, expires: 2024-07-31T00:38:13Z"
2027990,Rental unit in Quebec · ★4.94 · 1 bedroom · 1 bed · 1 bath,3927227,Paul,,Sillery,46.79193,-71.24778,Private room,18,31,35,2023-10-02,0.29,2,181,1,
2076200,Rental unit in Quebec · ★4.89 · 1 bedroom · 2 beds · 1 bath,8732163,Joe,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81442,-71.20598,Entire home/apt,182,32,82,2023-08-19,0.68,2,356,2,
2203513,Rental unit in Quebec · ★4.86 · Studio · 2 beds · 1 bath,2874168,Brigitte / Ghislain,,Saint-Sacrement,46.79554,-71.24726,Entire home/apt,60,32,35,2023-12-01,0.34,1,225,3,
2578139,Home in Quebec · ★4.90 · 1 bedroom · 1 bed · 1 private bath,6825502,André,,Sillery,46.78285,-71.25946,Private room,21,32,29,2023-09-04,0.25,2,198,3,
2691114,Home in Quebec · ★4.93 · 2 bedrooms · 2 beds · 1.5 baths,13773452,Julie,,Neufchâtel-Est/Lebourgneuf,46.847672,-71.331841,Entire home/apt,121,2,45,2023-11-05,0.40,1,3,7,"310278, expires: 2024-05-31"
2803587,Loft in Quebec · ★4.64 · Studio · 1 bed · 1 bath,14339917,Tony,,Saint-Roch,46.813812,-71.225235,Entire home/apt,99,1,557,2023-11-12,4.81,1,60,61,"282111, expires: 2024-04-01T00:00:00Z"
2815533,Rental unit in Quebec · ★4.75 · 1 bedroom · 2 beds · 1 bath,14402481,Jacques,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81158,-71.21166,Entire home/apt,55,32,12,2023-09-22,0.25,1,190,2,
2854775,Boutique hotel in Quebec · ★4.25 · 1 bedroom · 2 beds · 1 private bath,14594594,Jade,,Quartier 5-4,46.85398,-71.18718,Hotel room,270,31,12,2023-08-05,0.11,5,348,2,
2914674,Rental unit in Quebec · ★4.80 · 3 bedrooms · 1 bed · 1.5 shared baths,14855211,Maite,,Saint-Sauveur,46.81032,-71.2356,Private room,95,32,20,2019-08-11,0.19,2,363,0,
2930811,Townhouse in Quebec · ★4.84 · 1 bedroom · 1 bed · 1.5 shared baths,14966026,Maxim,,Saint-Sauveur,46.80956,-71.2417,Private room,89,1,1148,2023-10-14,10.01,3,12,89,"287066, expires: 2024-03-31"
2958332,Rental unit in Quebec · ★4.75 · 1 bedroom · 2 beds · 1.5 shared baths,14855211,Maite,,Saint-Sauveur,46.81194,-71.23544,Private room,50,32,68,2018-11-23,0.65,2,0,0,
3028706,Rental unit in Québec · ★5.0 · 1 bedroom · 4 beds · 1 bath,15427139,Lyse,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.816685,-71.209061,Entire home/apt,68,31,9,2023-11-30,0.15,2,180,3,
3101045,Rental unit in Quebec · ★4.29 · 1 bedroom · 1 bed · 1 bath,1646154,Dimitri,,Saint-Sauveur,46.81492,-71.23955,Entire home/apt,43,60,31,2023-07-12,0.27,8,230,6,
3110790,Villa in Québec · ★4.62 · 1 bedroom · 2 beds · 1 shared bath,8687028,Nicola,,Maizerets,46.83789,-71.22175,Private room,76,1,282,2023-11-25,2.48,5,0,78,"130174, expires: 2024-05-02"
3111227,Villa in Québec · ★4.70 · 1 bedroom · 1 bed · 1 private bath,8687028,Nicola,,Maizerets,46.83657,-71.22105,Private room,69,1,206,2023-12-08,1.82,5,347,55,"130174, expires: 2024-05-02"
3111369,Villa in Québec · ★4.70 · 1 bedroom · 1 bed · 1 bath,8687028,Nicola,,Maizerets,46.83739,-71.22302,Private room,65,1,126,2023-12-11,1.11,5,0,55,"130174, expires: 2024-05-02"
3147232,Rental unit in Quebec · ★4.93 · 2 bedrooms · 2 beds · 1 bath,6012904,Frédéric,,Saint-Jean-Baptiste,46.81243,-71.2205,Entire home/apt,149,31,138,2023-11-05,1.20,2,48,32,
3429927,Bed and breakfast in Quebec · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,17286960,Caroline,,Saint-Jean-Baptiste,46.81185,-71.21827,Private room,129,31,35,2023-08-12,0.31,1,36,4,"113960, expires: 2024-11-30"
3499399,Loft in Québec · ★4.85 · 1 bedroom · 2 beds · 1 bath,12810887,Rémy,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81237,-71.21426,Entire home/apt,140,31,60,2023-10-05,0.53,1,201,4,
3599705,Rental unit in Quebec · ★4.47 · 7 bedrooms · 3 beds · 1 bath,18136166,Mathieu,,Saint-Roch,46.80988,-71.22894,Entire home/apt,104,365,79,2022-11-01,0.69,1,258,0,
3678952,Rental unit in Quebec · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,18685843,Marielle,,Saint-Jean-Baptiste,46.80557,-71.22563,Private room,41,32,9,2023-09-13,0.08,1,363,3,
3731999,Rental unit in Quebec · ★4.38 · 1 bedroom · 2 beds · 1 bath,1646154,Dimitri,,Saint-Sauveur,46.81479,-71.24005,Entire home/apt,43,31,32,2023-08-31,0.28,8,287,1,
3827476,Home in Québec · ★4.96 · 3 bedrooms · 4 beds · 3 baths,19694974,Jean-Patrick,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80343,-71.20912,Entire home/apt,539,4,28,2023-10-13,0.26,2,166,8,"175490, expires: 2024-05-31"
4077412,Home in Quebec · ★4.61 · 1 bedroom · 1 bed · 1.5 shared baths,21149027,Marc,,Saint-Sauveur,46.81324,-71.23479,Private room,30,31,375,2020-03-11,3.59,1,0,0,
4276973,Rental unit in Quebec City · ★4.65 · Studio · 2 beds · 1 bath,19909639,Louis,,Saint-Roch,46.81413650512695,-71.22560119628906,Entire home/apt,103,1,627,2023-11-06,5.62,51,0,12,"295295, expires: 2024-10-10"
4563559,Home in Québec · ★4.14 · 1 bedroom · 1 bed · 1 shared bath,6212858,Katia,,Duberger-Les Saules,46.80757,-71.33553,Private room,21,31,14,2023-09-01,0.14,5,258,1,
4571956,Rental unit in Quebec City · ★4.94 · 2 bedrooms · 3 beds · 1 bath,3813034,Rachel,,Saint-Sauveur,46.80902,-71.23122,Entire home/apt,185,31,93,2023-10-23,1.18,1,131,1,
4585669,Boutique hotel in Quebec City · ★4.69 · 1 bedroom · 2 beds · 1 private bath,14594594,Jade,,Quartier 5-4,46.85574,-71.18663,Hotel room,159,31,112,2023-08-07,1.06,5,363,20,
4891710,Home in Québec · ★4.56 · Studio · 1 bed · 1 bath,7485023,Stephane,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81494,-71.20708,Entire home/apt,59,31,62,2023-10-02,0.57,2,103,2,
4962994,Guest suite in Québec · ★4.94 · 1 bedroom · 2 beds · 1 bath,25584124,Farrah,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80956,-71.2063,Entire home/apt,275,2,63,2023-10-20,2.18,1,0,24,"303132, expires: 2024-09-30"
5051170,Rental unit in Québec · ★4.03 · 2 bedrooms · 2 beds · 1.5 baths,1646154,Dimitri,,Saint-Sauveur,46.81328,-71.23797,Entire home/apt,42,40,31,2023-08-31,0.29,8,287,1,
5116801,Rental unit in Québec · ★4.88 · 2 bedrooms · 3 beds · 1.5 baths,26442079,Karène,,Jésuites,46.85943,-71.26307,Entire home/apt,45,32,8,2023-09-30,0.48,1,137,5,
5442064,Bungalow in Québec · ★4.87 · 4 bedrooms · 5 beds · 2 baths,28224563,Martine,,Pointe-de-Sainte-Foy,46.76369,-71.32445,Entire home/apt,499,3,78,2023-09-24,0.76,1,123,14,"287206, expires: 2025-01-11"
5487325,Home in Québec · ★4.67 · 1 bedroom · 1 bed · 1 private bath,6825502,André,,Sillery,46.7837,-71.25888,Private room,21,32,9,2022-11-25,0.10,2,199,0,
5517202,Rental unit in Ville de Québec · ★4.97 · 2 bedrooms · 3 beds · 1 bath,5758591,Marie-Lou,,Montcalm,46.7939,-71.23091,Entire home/apt,410,31,39,2022-09-01,0.50,3,364,0,
5604407,Home in Québec · ★4.22 · 1 bedroom · 1 bed · 1 shared bath,6212858,Katia,,Duberger-Les Saules,46.80757,-71.33553,Private room,22,31,9,2023-08-31,0.12,5,346,1,
6055191,Loft in Québec · ★4.86 · 1 bedroom · 1 bed · 1 bath,5099838,Maria,,Saint-Roch,46.81169,-71.22373,Entire home/apt,80,31,29,2023-09-26,0.28,1,331,3,
6100766,Rental unit in Québec · ★5.0 · 1 bedroom · 2 beds · 1 bath,15427139,Lyse,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81744,-71.20853,Entire home/apt,52,31,16,2023-06-01,0.18,2,162,2,
6167471,Rental unit in Québec City · ★4.83 · 1 bedroom · 1 bed · 1 bath,132763843,Emilie,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81671,-71.20546,Entire home/apt,127,2,323,2023-11-28,3.08,1,53,76,"304233, expires: 2024-04-30"
6232233,Rental unit in Québec · ★4.17 · 1 bedroom · 1 bed · 1.5 baths,1646154,Dimitri,,Saint-Sauveur,46.81323,-71.23874,Entire home/apt,40,40,23,2023-02-11,0.23,8,286,1,
6446117,Rental unit in Ville de Québec · ★5.0 · 1 bedroom · 1 bed · 1 bath,33655018,Guillaume,,Saint-Sacrement,46.79389,-71.26698,Private room,50,32,7,2019-09-07,0.07,1,0,0,
6459264,Rental unit in Québec · ★5.0 · 2 bedrooms · 3 beds · 1 bath,15649086,Odette,,Saint-Jean-Baptiste,46.81232,-71.216,Entire home/apt,130,31,10,2023-09-04,0.35,1,131,4,
6889708,Rental unit in Québec · ★4.71 · 1 bedroom · 3 beds · 1 bath,36023622,André,,Saint-Jean-Baptiste,46.80765,-71.22268,Entire home/apt,45,32,34,2023-09-30,0.54,6,242,4,
6897654,Rental unit in Québec · ★5.0 · 1 bedroom · 1 bed · 1 bath,36143188,Monique,,Vieux-Limoilou,46.82723,-71.22868,Entire home/apt,70,31,6,2023-04-25,0.07,1,255,1,
6947321,Cottage in Québec · ★4.36 · 3 bedrooms · 9 beds · 2 baths,36425487,Bernard,,Neufchâtel-Est/Lebourgneuf,46.85547,-71.29008,Entire home/apt,317,1,211,2023-11-06,2.05,1,0,16,"287442, expires: 2024-09-30"
6970133,Boutique hotel in Québec · ★4.67 · 1 bedroom · 1 bed · 1 private bath,14594594,Jade,,Quartier 5-4,46.8553,-71.18531,Hotel room,191,31,39,2023-08-23,0.38,5,364,6,
7006697,Guesthouse in Québec · ★4.88 · 1 bedroom · 1 bed · 1 bath,36730732,Lyne,,Quartier 4-5,46.85233,-71.26511,Entire home/apt,76,2,231,2023-11-05,2.25,2,0,42,"313045, expires: 2024-04-25T00:00:00Z"
7114524,Rental unit in Québec · ★4.36 · Studio · 2 beds · 1 bath,14846888,Jaime And Napoleon,,Saint-Roch,46.81621,-71.2203,Entire home/apt,100,32,146,2023-05-11,1.42,2,330,1,
7140600,Rental unit in Québec · ★4.67 · 2 bedrooms · 2 beds · 1 bath,7006458,Odile,,Cité Universitaire,46.78646,-71.26401,Entire home/apt,33,31,61,2023-07-27,0.60,2,59,3,
7219875,"Home in Sainte -Foy, Québec · ★4.82 · 1 bedroom · 1 bed · 1 shared bath",17893514,Lauraine,,Cité Universitaire,46.77636,-71.30128,Private room,42,32,60,2023-07-24,0.59,5,334,1,
7297667,Rental unit in Québec · ★4.98 · 1 bedroom · 1 bed · 1 bath,20752850,Louise,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81443,-71.20789,Entire home/apt,59,31,48,2023-10-31,0.47,1,62,4,
7401321,Rental unit in Québec · ★4.38 · Studio · 1 bed · 1 bath,14846888,Jaime And Napoleon,,Saint-Roch,46.81556,-71.21993,Entire home/apt,125,31,173,2023-07-01,1.69,2,346,1,
7430769,Condo in Québec · ★4.92 · 1 bedroom · 1 bed · 1 bath,7096839,Frances,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81437,-71.2029,Entire home/apt,140,31,53,2023-10-03,0.59,1,224,2,
7491399,Home in Québec · ★4.83 · 2 bedrooms · 2 beds · 1 private bath,39234978,Mario,,Duberger-Les Saules,46.82401,-71.28922,Private room,95,3,241,2023-10-22,2.36,1,51,21,"287151, expires: 2024-06-30"
7513008,Rental unit in Ville de Québec · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,10023073,Kevin,,Cité Universitaire,46.77657,-71.28903,Private room,35,31,7,2021-09-30,0.08,7,256,0,
7633284,Boutique hotel in Québec · ★3.67 · 1 bedroom · 1 bed · 1 private bath,14594594,Jade,,Quartier 5-4,46.85691,-71.18506,Hotel room,215,31,3,2023-07-09,0.06,5,360,1,
7676538,Rental unit in Québec · ★4.94 · 2 bedrooms · 2 beds · 1 bath,40309767,Frédéric,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.813,-71.2131,Entire home/apt,65,31,18,2023-08-19,0.18,1,68,5,
7677054,Townhouse in Québec · ★4.63 · 1 bedroom · 2 beds · 1 shared bath,17893514,Lauraine,,Cité Universitaire,46.77689,-71.301758,Private room,50,31,86,2023-08-20,0.85,5,225,2,
7763317,Home in Québec · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,17893514,Lauraine,,Cité Universitaire,46.77579,-71.30242,Private room,46,32,45,2023-06-30,0.44,5,179,2,
7763332,Loft in Québec · ★4.97 · 1 bedroom · 2 beds · 1 bath,17266932,Chantale Et Robert,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8163,-71.21143,Entire home/apt,157,1,578,2023-12-11,5.69,2,313,71,"301559, expires: 2024-07-01T00:31:45Z"
7899556,Home in Québec · ★4.38 · 3 bedrooms · 3 beds · 1 bath,41651776,Mohamed,,Cité Universitaire,46.77482,-71.28412,Entire home/apt,140,60,13,2019-02-23,0.13,1,0,0,
7966751,Rental unit in Québec · ★4.83 · 2 bedrooms · 2 beds · 1 bath,28326938,François,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81381,-71.20326,Entire home/apt,80,32,6,2023-10-24,0.31,1,317,4,
7968592,Boutique hotel in Québec · ★4.85 · 1 bedroom · 2 beds · 1 private bath,14594594,Jade,,Quartier 5-4,46.85511,-71.18496,Hotel room,191,31,48,2023-08-12,0.57,5,364,16,
8091380,Condo in Québec · ★4.90 · 2 bedrooms · 2 beds · 1 bath,18491129,Genevieve,,Plateau,46.77636,-71.3098,Entire home/apt,95,2,29,2023-09-05,1.26,1,0,27,"313322, expires: 2024-05-03"
8114491,Rental unit in Québec · ★4.95 · Studio · 1 bed · 1 bath,9846608,Yves,,Saint-Jean-Baptiste,46.81007,-71.22415,Entire home/apt,125,31,195,2023-08-16,1.94,1,288,1,
8173540,Rental unit in Québec · ★4.74 · 1 bedroom · 1 bed · 1 bath,22697179,Vincent,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80532,-71.21647,Entire home/apt,91,2,417,2023-11-26,4.16,1,65,41,"302870, expires: 2024-09-30"
8191217,Rental unit in Québec · ★4.76 · 1 bedroom · 1 bed · 1 bath,6223073,Ludovic,,Saint-Sauveur,46.81519,-71.23701,Entire home/apt,75,31,102,2020-02-07,1.03,2,361,0,
8570231,Rental unit in Québec · ★4.79 · 3 bedrooms · 4 beds · 2 baths,12208568,Jean-Michel,,Sillery,46.77464,-71.24601,Entire home/apt,421,1,52,2023-10-08,0.57,2,256,29,"310525, expires: 2024-06-30"
8575961,Rental unit in Ville de Québec · ★4.92 · 2 bedrooms · 2 beds · 1 bath,28772277,Julie,,Saint-Sauveur,46.81129,-71.2327,Entire home/apt,125,31,36,2021-11-30,0.44,1,0,0,
8610176,Rental unit in Québec · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,44498473,Flavie,,Saint-Sauveur,46.80814,-71.24205,Private room,55,5,73,2023-10-28,0.73,1,18,4,"310581, expires: 2024-08-06"
8626868,Boutique hotel in Ville de Québec · ★4.72 · 1 bedroom · 2 beds · 1 private bath,8687028,Nicola,,Maizerets,46.83661,-71.22083,Hotel room,89,1,82,2023-12-07,2.38,5,258,64,"130174, expires: 2024-05-02"
9477639,Rental unit in Québec City · ★4.91 · 2 bedrooms · 4 beds · 1 bath,49123843,Vincent,,Saint-Jean-Baptiste,46.80376,-71.22252,Entire home/apt,134,31,45,2023-10-21,0.46,1,73,4,
9522015,Rental unit in Québec City · ★4.84 · 3 bedrooms · 3 beds · 2 baths,5166752,Alex,,Saint-Sauveur,46.80601,-71.237,Entire home/apt,300,31,49,2023-08-19,0.50,1,3,3,"311437, expires: 2023-12-06"
9693817,Home in Québec City · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,50063718,Claire,,Notre-Dame-des-Laurentides,46.91076,-71.33845,Private room,60,1,196,2023-11-26,2.16,2,254,81,"222164, expires: 2024-04-01T00:00:00Z"
9863685,Nature lodge in Québec City · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,50063718,Claire,,Notre-Dame-des-Laurentides,46.91174,-71.33848,Private room,60,1,195,2023-11-26,2.16,2,255,59,"222164, expires: 2024-04-01T00:00:00Z"
9888402,Home in Québec City · ★4.73 · 2 bedrooms · 3 beds · 1 shared bath,10214782,Véronika,,Sillery,46.78157,-71.25947,Private room,90,3,106,2023-11-17,1.11,2,68,11,"314324, expires: 2024-07-13T00:33:56Z"
10187037,Rental unit in Québec City · ★4.19 · 3 bedrooms · 3 beds · 1.5 baths,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81686,-71.20483,Entire home/apt,323,31,58,2023-11-26,0.61,60,330,17,"244801, expires: 2024-12-31"
10247268,Rental unit in Québec City · ★4.69 · 1 bedroom · 1 bed · 1 bath,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81679916,-71.20490265,Entire home/apt,195,31,45,2023-10-04,0.47,60,314,12,"244801, expires: 2024-12-31"
10247936,Rental unit in Québec City · ★4.33 · 1 bedroom · 1 bed · 1 bath,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81689835,-71.20490265,Entire home/apt,195,31,21,2023-08-14,0.22,60,355,5,"244801, expires: 2024-12-31"
10248554,Rental unit in Québec City · ★4.75 · 1 bedroom · 1 bed · 1 bath,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81685,-71.2049,Entire home/apt,195,31,39,2023-11-25,0.41,60,0,12,"244801, expires: 2024-12-31"
10249154,Rental unit in Québec City · ★4.58 · 2 bedrooms · 2 beds · 1 bath,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81688,-71.20488,Entire home/apt,273,31,75,2023-11-26,0.79,60,329,14,"244801, expires: 2024-12-31"
10249233,Rental unit in Québec City · ★4.55 · 1 bedroom · 1 bed · 1 bath,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81685,-71.20481,Entire home/apt,195,31,65,2023-11-12,0.68,60,341,32,"244801, expires: 2024-12-31"
10249477,Rental unit in Québec City · ★4.77 · 1 bedroom · 1 bed · 1 bath,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81687,-71.20487,Entire home/apt,195,31,12,2023-10-23,0.13,60,0,2,"244801, expires: 2024-12-31"
10249600,Rental unit in Québec City · ★4.63 · 2 bedrooms · 2 beds · 1.5 baths,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81686,-71.20487,Entire home/apt,273,31,95,2023-11-02,1.00,60,347,7,"244801, expires: 2024-12-31"
10249684,Rental unit in Québec City · ★4.64 · 2 bedrooms · 2 beds · 1.5 baths,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81683,-71.20487,Entire home/apt,273,31,22,2023-08-14,0.23,60,340,6,"244801, expires: 2024-12-31"
10249922,Loft in Québec City · ★4.41 · 3 bedrooms · 3 beds · 1.5 baths,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81683,-71.20487,Entire home/apt,323,31,49,2023-11-24,0.51,60,350,12,"244801, expires: 2024-12-31"
10380766,Guest suite in Québec · ★4.74 · 2 bedrooms · 3 beds · 1 bath,58760815,Paty,,Quartier 5-4,46.8682538,-71.1869581,Entire home/apt,114,1,147,2023-11-26,1.54,1,0,49,"306292, expires: 2024-08-31"
10608261,Condo in Ville de Québec · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,54739040,Colombe,,Vieux-Limoilou,46.82659,-71.23023,Private room,48,1,149,2023-12-03,2.25,1,0,37,"305694, expires: 2024-06-30"
10670777,Home in Ville de Québec · ★4.88 · 3 bedrooms · 4 beds · 3.5 baths,55119023,Anne-Isabelle,,Montcalm,46.80168,-71.22324,Entire home/apt,400,5,17,2023-08-08,0.19,1,103,5,"301595, expires: 2024-05-31"
11520372,Home in Ville de Québec · ★4.90 · 1 bedroom · 1 bed · 1.5 shared baths,14966026,Maxim,,Saint-Sauveur,46.80954,-71.24165,Private room,69,1,883,2023-10-28,9.46,3,0,63,"287066, expires: 2024-04-01T00:00:00Z"
11638654,Condo in Ville de Québec · ★5.0 · 2 bedrooms · 3 beds · 1 bath,4440301,Margherita,,Saint-Roch,46.81231,-71.22755,Entire home/apt,89,31,6,2022-06-24,0.18,2,160,0,
11999256,Rental unit in Ville de Québec · ★4.72 · 1 bedroom · 1 bed · 1 bath,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81686,-71.20484,Entire home/apt,195,31,53,2023-10-27,0.58,60,337,4,"244801, expires: 2024-12-31"
12001356,Rental unit in Québec City · ★5.0 · 2 bedrooms · 3 beds · 1 bath,64175362,Marie,,Vieux-Limoilou,46.82538,-71.23777,Entire home/apt,275,3,30,2023-10-09,0.33,1,249,2,"295835, expires: 2024-07-30T23:30:06Z"
12019119,Rental unit in Ville de Québec · ★4.94 · 1 bedroom · 2 beds · 1 bath,54237398,France Et Charles,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81571,-71.21116,Entire home/apt,125,3,288,2023-12-11,3.12,2,0,46,"302255, expires: 2024-07-31"
12039727,Home in Ville de Québec · ★4.91 · 1 bedroom · 1 bed · 1 bath,17893514,Lauraine,,Saint-Louis,46.76336,-71.28959,Entire home/apt,48,32,34,2023-09-14,0.38,5,243,1,
12056620,Home in Québec · ★5.0 · 1 bedroom · 1 bed · 1 private bath,6137330,André,,Sillery,46.78371,-71.25894,Private room,21,32,5,2023-08-29,0.13,4,197,3,
12061970,Rental unit in Ville de Québec · ★4.76 · 1 bedroom · 2 beds · 1 bath,52865819,Jerome,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8122,-71.20692,Entire home/apt,125,31,228,2023-06-25,2.54,2,354,6,
